N,P,K,humidity,ph,temperature,rainfall,label
18,48,28,59.4,6.16,27.3,113.6,mungbean
16,52,19,55,6.71,16.9,75.2,lentil
40,20,25,43.8,6.53,24.6,71.8,pomegranate
41,33,34,59.6,7.07,29.4,56.8,grapes
32,22,22,73.8,6.48,34,79,watermelon
33,19,19,56,6.23,33.6,91.3,muskmelon
81,22,43,84.1,5.76,22.7,150.1,coffee
84,40,40,85.1,7.24,27,209.4,jute
84,50,42,89.4,6.3,21.9,203.9,rice
11,21,17,59.6,6.59,21.7,50.4,wheat
30,62,21,70.6,5.89,25.7,117.2,maize
25,17,25,75.6,6.19,29.5,111.9,cotton
105,45,52,83.2,7.14,31.9,163.8,sugarcane
112,75,52,73.2,6.66,29.2,130.5,banana
22,35,25,55.5,5.62,31.2,145.8,mango
37,20,28,68.6,5.67,17.1,141.2,apple
68,33,35,69.4,6.14,25.4,95.3,orange
66,35,42,76.3,6.7,30,246.9,coconut
33,77,21,49.3,6.26,25.7,59.2,chickpea
33,65,30,56.7,6.38,22.1,107.8,kidneybeans
22,57,22,64.5,6.92,21.2,106.3,pigeonpeas
27,51,23,69.9,7.48,29.2,98.4,blackgram
18,37,15,66.4,6.25,25.2,65,mungbean
17,42,25,58.3,6.45,17,76.3,lentil
40,24,19,49.1,6.49,30.2,55.5,pomegranate
41,25,33,48.1,7.28,27.8,81.5,grapes
37,26,23,61.4,7.34,30.2,120,watermelon
30,15,16,52.1,6.5,32.4,46.5,muskmelon
63,22,49,70.2,5.16,23.4,160.1,coffee
66,50,44,74.3,6.15,32.3,165.8,jute
76,52,38,77.1,5.74,25.3,250,rice
10,19,19,50.6,6.61,22.4,39.9,wheat
25,67,30,74.4,6.03,27.6,111,maize
27,17,27,71.7,6.76,27,139.8,cotton
100,53,41,71.7,7.01,24.6,200.3,sugarcane
113,74,52,66.1,6.85,30.7,172,banana
45,24,21,55.1,5.68,24.2,126.8,mango
21,30,27,69.8,5.81,19.6,132.9,apple
65,39,24,67.9,6.71,27.5,110.3,orange
79,35,45,87.5,5.79,29.6,157.3,coconut
38,72,15,56.1,6.44,23.4,77.1,chickpea
31,65,16,55.6,6.34,24.4,98.9,kidneybeans
28,57,22,61.7,6.35,30.9,62.5,pigeonpeas
33,57,22,76.3,7.02,25.6,101.4,blackgram
23,45,25,58.2,6.8,24.2,74,mungbean
21,59,23,64,6.7,22.8,50.9,lentil
25,29,27,49.9,6.42,28.3,44.3,pomegranate
32,28,37,56.5,6.45,24.8,93.4,grapes
20,17,27,61,6.36,25.2,53.5,watermelon
27,26,29,62.6,6.83,32.1,64.4,muskmelon
72,25,57,82.9,5.74,18.4,160.8,coffee
80,34,47,77.9,6.85,27.7,232,jute
96,55,44,79.3,5.69,22.5,188.3,rice
21,24,11,51.3,6.2,15.2,59.7,wheat
34,67,24,72,6.4,22.9,97.5,maize
33,15,32,67.9,6.29,25.9,100.9,cotton
108,45,45,83.6,6.79,25,131.2,sugarcane
111,72,56,74.6,7.15,27.9,185.3,banana
25,36,38,55,6.13,26.5,107.6,mango
24,32,34,66.4,5.71,12.2,147.4,apple
48,25,21,66.6,7.17,25.7,82.8,orange
63,28,47,80.9,5.89,31.1,189.5,coconut
32,71,19,48.7,6.95,19.7,72,chickpea
25,66,27,53,6.54,20.7,92.9,kidneybeans
22,46,26,61.4,6.67,25,100.7,pigeonpeas
32,49,28,77.2,6.29,29.5,89.8,blackgram
24,46,30,57.4,6.79,31.2,68.3,mungbean
23,51,18,60.1,7.15,19.4,71.3,lentil
29,22,22,57.2,6.06,31,73,pomegranate
39,31,36,51.4,6.7,20.5,70.1,grapes
23,17,27,56.8,6.08,30.5,54.7,watermelon
34,16,21,63.8,7.23,28.9,82.3,muskmelon
70,35,44,72.1,5.31,25.8,167.6,coffee
64,36,38,77.6,7.39,24.9,199.5,jute
70,57,37,76.3,5.76,27.8,213.3,rice
10,10,17,52.4,7,19.5,52.3,wheat
40,65,23,68.8,6.09,22,111.4,maize
26,23,26,71.9,6.85,25.3,105.3,cotton
110,45,55,72.3,6.48,30.1,145.4,sugarcane
118,90,60,67.1,6.56,31.5,131.4,banana
42,31,30,63.1,6.63,32,85,mango
21,30,32,68.1,6.48,11.2,117.9,apple
64,40,28,68.7,6.48,28.2,84.5,orange
75,40,57,86.6,5.95,27.9,170.9,coconut
44,69,19,47,7.08,27.5,52.3,chickpea
34,67,17,56.4,5.83,23,67.8,kidneybeans
22,41,22,49,6.98,23.1,72.1,pigeonpeas
30,60,21,60.1,7.24,31.7,94.7,blackgram
34,49,26,60.8,7.01,28.4,63.5,mungbean
18,50,23,55.3,6.27,17.3,55.8,lentil
39,33,25,58.4,6.6,31.6,73.1,pomegranate
42,20,34,58.2,6.62,20.9,53.5,grapes
25,30,23,67.7,6.5,24.5,107.8,watermelon
39,18,21,69.4,6.4,24.9,60.3,muskmelon
94,23,49,74.9,5.25,21.4,188.5,coffee
67,42,37,84.1,7.01,26.6,199.6,jute
76,56,40,84.7,6.55,25.1,192.8,rice
20,14,19,51.3,7.04,15.9,38.1,wheat
37,51,22,64.4,6.64,29.5,96.3,maize
23,19,34,65.9,6.57,29.2,128.3,cotton
97,54,45,77.7,6.76,30.1,188.8,sugarcane
112,73,54,65.9,7.49,26.4,141.4,banana
35,20,27,55.8,6.45,34.3,137.1,mango
33,33,35,62.9,6.71,18.5,107.5,apple
57,38,29,61.4,6.2,21.9,80.7,orange
68,28,58,83.7,5.86,30,220.1,coconut
46,79,22,56.1,6.42,27,60.3,chickpea
23,51,17,60.3,6.2,15.1,80.7,kidneybeans
31,58,24,59.3,5.54,29.1,79.1,pigeonpeas
32,45,24,76.6,6.06,24.8,93.7,blackgram
31,38,18,55.6,7.06,30.5,94.9,mungbean
16,52,16,48.2,6.73,21.4,59.8,lentil
20,20,35,53.8,6.17,28.2,40.1,pomegranate
30,21,25,46.7,7.22,22.3,51.7,grapes
24,25,15,71.3,7.11,25.7,112.7,watermelon
25,22,30,68.3,6.69,25.5,55.5,muskmelon
61,39,57,86.4,6.01,26,205.5,coffee
62,31,43,73.3,7.42,28.3,197.6,jute
73,48,40,87.5,6.02,24.8,215.1,rice
29,20,18,52,6.37,23.6,55,wheat
21,59,19,71.8,6.05,28.3,117.7,maize
24,19,27,66,6.77,31.8,147.4,cotton
85,59,48,79.3,6.41,26.3,133.5,sugarcane
108,71,57,62.8,6.66,30.9,136.5,banana
33,23,39,60.8,5.62,31.9,102.2,mango
29,26,35,60.7,6.24,11.2,132.7,apple
65,32,38,62,6.15,20.4,85.8,orange
50,34,50,75.6,6.64,25.4,166.7,coconut
35,78,18,55.9,6.88,26.8,56.2,chickpea
22,63,28,62.8,5.98,21.9,77.2,kidneybeans
23,46,30,59.1,5.87,25.8,114,pigeonpeas
35,54,28,63.1,6.79,29.8,76.7,blackgram
16,35,29,64.8,6.97,33.6,64.5,mungbean
27,54,16,47.7,6.44,22.2,60.1,lentil
35,30,27,47,6.03,26.5,69.6,pomegranate
35,35,36,56,6.27,20.5,87.7,grapes
36,28,28,60.4,6.09,27.2,104.8,watermelon
27,28,27,53.5,7.41,23.1,55.8,muskmelon
94,35,53,75.3,5.52,23.1,216.1,coffee
63,35,37,76.7,6.26,31.9,205.7,jute
90,41,47,82.5,5.86,22.5,188.7,rice
15,25,11,62.9,7.01,22.1,36.2,wheat
36,68,29,73.3,6.33,28.2,108.1,maize
27,25,30,76.2,6.42,30.3,137.5,cotton
83,43,48,71.5,6.77,33.8,209.8,sugarcane
111,81,47,60.3,6.82,31.1,149.2,banana
50,26,31,53.9,7.46,33,72.9,mango
21,26,33,72.1,6.08,12.3,81.3,apple
43,30,30,54.3,7.02,28.6,114.5,orange
71,39,55,74.1,5.83,29.5,173.6,coconut
41,79,21,49.7,6.42,27.8,52.1,chickpea
27,58,25,57.6,6.25,19.7,108.7,kidneybeans
20,48,17,50.9,5.86,21.5,80.3,pigeonpeas
29,44,28,67.7,6.43,28.9,84.8,blackgram
26,55,27,71.5,7.15,24.9,117.6,mungbean
16,49,22,50.1,6.43,18.7,78,lentil
26,26,30,55.8,7.12,30.1,61,pomegranate
40,34,27,62.9,6.02,21.3,55.3,grapes
24,19,15,72.6,6.24,26.1,68,watermelon
29,18,25,66,6.88,22,57.8,muskmelon
65,34,49,84.7,6.45,24.9,222.6,coffee
89,34,35,77.9,6.86,25.9,215.9,jute
99,45,50,83,5.99,22.1,210.6,rice
17,21,16,58.8,6.8,21.3,48.4,wheat
27,57,24,67.8,5.84,28.4,98.6,maize
28,21,35,71,6.18,29.9,143.2,cotton
113,56,52,78,6.46,26.1,129.8,sugarcane
99,84,52,68.8,6.73,30.4,140.6,banana
49,36,39,65.1,6.52,30.9,120.4,mango
31,24,23,72.7,6.58,13.9,132.7,apple
44,39,33,65,6.14,27.3,123.7,orange
60,21,53,88.9,5.75,25.1,157.4,coconut
38,62,21,55.6,7.15,24.1,70.3,chickpea
25,65,21,64.3,5.78,15.7,68.9,kidneybeans
34,49,18,62.3,6.21,20.7,85.3,pigeonpeas
21,48,19,64,6.75,30.4,125.6,blackgram
32,41,19,61.8,6.24,30.9,102.5,mungbean
25,54,19,64.3,7.2,22,46,lentil
23,20,31,59.1,6.04,29.1,72.1,pomegranate
33,38,27,50.3,6.98,21.1,58.7,grapes
37,15,27,59.5,6.85,23.3,75.9,watermelon
38,29,15,64.2,6.42,25.9,81.4,muskmelon
85,22,54,85.7,5.67,25.3,180.5,coffee
90,47,48,72.1,6.97,29.2,160.5,jute
63,49,36,80.6,6.77,26.1,247.1,rice
20,21,11,63.7,6.07,20.3,46.1,wheat
32,50,30,61.7,6.11,27.1,93.8,maize
21,20,30,74.8,6.71,27.9,131.3,cotton
98,46,52,83.5,7.19,29.1,202.5,sugarcane
105,90,60,62.4,7.08,28.1,167.8,banana
21,35,35,63.3,6.63,29.6,127.4,mango
28,24,23,65.2,6.18,15.3,81.8,apple
69,22,33,69.2,6.41,26.5,131.8,orange
51,31,43,80.8,5.69,27.1,224.6,coconut
42,65,21,59.9,6.75,19.3,76,chickpea
30,62,24,63.4,6.63,16.6,91.5,kidneybeans
23,60,18,57.7,5.82,21.9,119.8,pigeonpeas
16,43,16,79.8,6.44,24.6,72.9,blackgram
32,39,16,63.6,6.81,30.8,117.9,mungbean
23,42,19,63.7,7.47,22,70.3,lentil
29,22,34,47.2,7.48,31.5,79.6,pomegranate
44,29,35,46.2,7.28,23.8,92.3,grapes
26,28,25,55.2,6.56,23.3,117.9,watermelon
39,29,17,56.1,7.31,28.7,73.1,muskmelon
73,32,60,80.9,5.54,19.3,153.3,coffee
65,32,30,70.9,7.02,32.9,185.6,jute
82,60,46,80,6.75,23.4,191.6,rice
22,10,19,64.7,6.86,19.9,33.5,wheat
30,59,25,69.3,6.14,26.3,81,maize
34,19,35,65.7,6.73,28,131.1,cotton
100,40,60,83.5,7.3,26.9,121.8,sugarcane
106,71,55,62.1,6.74,27.1,156,banana
30,29,31,66.7,7.01,26.4,130.9,mango
27,31,27,73.5,6.74,11,122.1,apple
67,34,33,63.5,7.28,24.6,106.1,orange
77,23,59,80.8,6.52,25.2,195.1,coconut
46,63,17,52.8,6.45,23.3,71.2,chickpea
32,51,16,60.2,6.32,20.8,64.3,kidneybeans
17,40,21,57.4,5.58,25.4,103.8,pigeonpeas
32,56,27,78.5,7.37,31.6,92.3,blackgram
32,45,22,66.7,6.98,25.5,62.6,mungbean
15,55,20,50.4,7.19,19.6,52.5,lentil
30,20,28,56.2,7.01,23,57.4,pomegranate
40,28,23,47.4,6.22,24.5,88.6,grapes
38,18,15,71.4,6.55,27.2,113.4,watermelon
21,18,22,53.7,6.75,30,57.9,muskmelon
96,40,51,71.7,5.11,18.1,225.2,coffee
88,33,36,82.6,7.46,24.5,176,jute
92,58,48,77.7,5.78,20.7,222,rice
30,24,13,62,6.55,23.7,63.6,wheat
33,64,27,74.4,5.92,27.1,94.3,maize
23,22,25,68.7,6.02,26.9,125.1,cotton
80,50,40,76.8,7.39,33.5,196.6,sugarcane
112,88,56,67.1,6.87,30.9,129.8,banana
33,28,30,66.3,5.93,24.5,138,mango
36,27,23,62.8,6.56,19.5,98.5,apple
48,37,30,61.4,6.31,22.8,97.8,orange
70,27,54,88.6,6.53,27.1,239.5,coconut
42,66,16,49.5,7.18,22.5,71.8,chickpea
23,69,30,56.2,6.72,16.2,87.5,kidneybeans
22,52,16,52.2,5.57,29.6,72.5,pigeonpeas
33,52,27,64.6,6.72,31.4,89.2,blackgram
27,45,28,64.5,6.4,33.5,100.9,mungbean
27,41,23,50.3,6.75,19.4,43.1,lentil
26,18,24,49.1,6.17,23.5,69.2,pomegranate
46,24,30,48.8,7.16,27.3,64.5,grapes
34,30,26,60.6,6.02,23.7,117,watermelon
34,29,27,53.3,7.07,28.9,87.8,muskmelon
99,22,40,77.8,5.81,22.7,228.8,coffee
90,30,34,80,7.27,25,234.5,jute
71,60,39,81,5.9,22.2,236.5,rice
19,11,11,56.3,6.08,22.7,62,wheat
26,56,28,61.8,6.01,29,110.9,maize
27,25,29,65.7,6.2,28.9,124.6,cotton
118,60,54,71,6.14,31.8,133.1,sugarcane
92,81,45,63.2,6.79,26.4,175,banana
48,32,32,59.2,5.84,34.4,90.8,mango
29,23,25,60.9,6.43,11.1,81.3,apple
56,39,39,54.4,6.38,19.7,130.3,orange
73,20,41,83,6.58,31.2,182.3,coconut
36,69,15,54.7,6.34,20,50.9,chickpea
34,64,20,64.3,6.2,22.2,112.3,kidneybeans
30,56,22,62.4,6.72,23.5,99.8,pigeonpeas
24,56,26,69.4,6.65,31.1,102.2,blackgram
19,43,25,67.8,6.94,28.8,96.8,mungbean
19,42,17,56,6.51,24.6,76,lentil
25,25,22,46.1,6.59,22.6,60.8,pomegranate
34,28,40,49.9,6.61,26.6,98.4,grapes
21,25,18,69.5,7.14,22.9,51.4,watermelon
21,15,27,64.1,7.12,33.6,97.2,muskmelon
87,32,54,77.7,5.62,18.3,152.9,coffee
65,50,40,85.4,6.11,27.4,239,jute
95,42,38,81.5,6.4,24,234.1,rice
30,19,14,64,6.39,22.7,69,wheat
22,60,16,70.5,6.28,25.6,116.1,maize
29,15,27,71.6,6.57,28.1,111,cotton
92,48,54,83.6,7.49,32.8,134.7,sugarcane
118,76,50,61.4,6.54,25.5,121.2,banana
40,39,29,62.3,6.66,27.5,140.7,mango
38,25,35,62.5,6.71,16.4,140.4,apple
69,23,22,55.1,6.27,24.6,83.6,orange
63,34,60,73.6,5.77,26.6,191,coconut
38,64,18,46,6.24,23.8,70.3,chickpea
16,68,30,53.2,6.77,23.4,114.1,kidneybeans
15,60,23,47.2,6.63,26.1,89.8,pigeonpeas
27,42,18,79.1,7.3,24.6,99,blackgram
17,42,24,70.1,6.09,28.6,107.1,mungbean
30,59,17,53.9,6.49,23.8,69.1,lentil
21,19,20,42.1,6.04,30,68.4,pomegranate
48,36,35,60.3,6.45,28.2,70.7,grapes
25,27,29,69.3,6.97,32.4,58.7,watermelon
35,19,15,63.4,6.52,23.2,66.5,muskmelon
98,23,45,82.4,6.37,25.5,184.2,coffee
80,35,44,73.9,6.34,25.2,179.8,jute
100,36,40,86.1,6.7,27.2,206.2,rice
27,14,14,56.5,6.51,19.7,42.5,wheat
34,56,27,62.8,5.93,24.1,119.8,maize
28,24,31,68.5,6.7,27.7,140.4,cotton
100,49,40,84.2,7.18,24.7,155.8,sugarcane
94,86,50,67.3,6.55,31.7,142.3,banana
25,34,22,68.6,7.13,26.6,129.2,mango
29,30,26,75,5.92,14.5,105,apple
67,34,23,53.1,6.92,21.2,87.9,orange
50,36,42,71.6,5.6,30.6,159.1,coconut
34,63,16,47.1,6.81,19.2,65.1,chickpea
17,70,20,56,6.33,21.2,95.2,kidneybeans
32,47,30,64,6.8,28,75,pigeonpeas
24,40,15,69.9,6.84,31.3,90.5,blackgram
34,54,16,56.1,6.43,30.6,77.8,mungbean
16,60,18,64.1,6.06,21.3,58.4,lentil
21,20,23,49.2,6.01,29.4,79.1,pomegranate
48,23,27,52.5,6.42,26.1,85.7,grapes
20,20,26,60.9,7.4,35,102.9,watermelon
31,22,25,53.8,6.55,31.7,76.6,muskmelon
75,32,50,89.6,6.13,22.8,173.3,coffee
83,46,30,80.8,6.62,29.3,191.9,jute
85,43,39,77.5,6.79,27.1,180.1,rice
16,25,11,50.8,6.42,21.5,68.8,wheat
26,57,21,61.2,6.48,28.3,81.8,maize
25,25,34,71.3,6.83,30.3,109,cotton
114,53,41,76.4,6.34,33.2,151.1,sugarcane
100,76,60,74.7,7.33,28.7,121.3,banana
25,26,23,55.4,7.39,31.1,88.3,mango
32,16,29,70.7,6.77,17,87.5,apple
56,20,32,63.9,7.08,23.6,117.7,orange
61,24,56,89.1,6.21,25,183.9,coconut
41,60,21,56.8,6.4,20.3,71,chickpea
19,70,28,61.2,5.93,24.6,114.2,kidneybeans
15,60,22,54.7,6.59,20.6,80,pigeonpeas
27,41,21,74.9,7.36,30.6,127.3,blackgram
22,53,21,65.2,6.87,27.8,112.7,mungbean
27,56,16,58.5,6.43,15.3,44.3,lentil
30,24,31,52,6.52,27.5,51.5,pomegranate
48,34,28,57.5,7.35,21.1,79.5,grapes
38,22,29,64.7,6.42,29.9,106.5,watermelon
32,23,21,62.8,6.03,31.3,75.3,muskmelon
91,26,44,83.7,5.51,23.6,194.2,coffee
88,31,42,82.2,6.71,26.5,229.6,jute
89,52,43,79.7,5.86,21.5,242.9,rice
13,25,20,54.8,7.23,15.5,65,wheat
39,52,29,71,5.96,24,117.7,maize
28,23,28,74.8,6.04,27.7,108.2,cotton
120,42,57,79.5,7.03,29.7,126.8,sugarcane
93,85,51,70.9,6.76,28.8,165,banana
32,35,26,61.7,5.8,27.7,119.1,mango
38,24,25,63.1,6.23,15.9,128.9,apple
66,33,23,64.8,6.23,23.2,97.8,orange
54,29,51,73,5.89,28.9,182.1,coconut
37,72,15,45.3,6.84,26.7,51.7,chickpea
34,61,25,61.2,6.19,22.9,90.8,kidneybeans
23,45,19,49.9,6.18,20.2,80.9,pigeonpeas
21,50,22,74.1,6.41,25.7,125.8,blackgram
33,50,21,63.7,6.62,33.9,63.7,mungbean
15,51,22,63.5,7.09,16.5,77.5,lentil
26,18,17,41.8,7.09,27.8,48.1,pomegranate
40,36,35,52.6,7.05,25,88,grapes
31,24,19,68.3,6.51,31.4,66.6,watermelon
36,20,29,64.8,7.35,30.6,42,muskmelon
81,39,52,81.4,5.62,20.8,187.6,coffee
84,50,43,71.4,6.97,27.9,185.4,jute
88,54,50,83.3,6.14,21.6,211.4,rice
23,19,19,61.4,6.61,21.9,47.4,wheat
28,56,27,66,6.77,27.1,96.8,maize
30,17,28,72.5,6.32,27.9,146,cotton
80,45,52,72.7,6.47,28,193.7,sugarcane
119,90,45,60.5,6.8,30.8,172.8,banana
33,28,23,68.9,7.04,30.6,138.8,mango
30,15,35,72,5.9,19.8,90.8,apple
47,34,20,51.6,6.18,18,101.8,orange
68,34,44,89.9,6.87,26.6,151.1,coconut
42,80,24,59.8,6.78,21.2,68.5,chickpea
17,52,26,62,5.54,20.9,61.8,kidneybeans
31,44,19,58.1,6.82,31.7,71.9,pigeonpeas
19,49,18,69.3,7.41,28.9,74.1,blackgram
21,41,21,73.3,7.14,31.7,77.8,mungbean
26,57,15,61.6,6.43,18.8,61.6,lentil
22,22,20,52.4,6.66,24.7,54.7,pomegranate
38,25,39,55.5,7.3,22.8,52,grapes
29,19,29,65.5,7.24,30.3,50.5,watermelon
22,19,23,52.4,7.26,24.3,71.3,muskmelon
83,26,40,75.7,5.88,22,223.5,coffee
87,43,38,71.5,6.11,26.7,158.4,jute
66,52,44,86.4,6.43,20.3,209.6,rice
24,19,19,63,6.56,20.5,38.6,wheat
20,70,23,67.3,6.29,22.6,105.5,maize
26,18,32,73.1,6.18,32,130.5,cotton
92,45,42,75.4,6.85,28.9,180.2,sugarcane
107,74,60,74.4,7.29,25.8,163.6,banana
43,22,22,67.1,7.47,27.4,113.8,mango
32,15,29,71.4,5.84,13.3,129,apple
44,23,37,67,7.5,29.3,89,orange
54,38,53,79.4,5.67,30,198.3,coconut
37,64,19,56.4,6.3,19.3,57.1,chickpea
26,55,27,50.2,5.87,16.5,79.2,kidneybeans
19,49,22,58,5.88,29.7,65.3,pigeonpeas
19,41,19,64,6.92,26.2,109.5,blackgram
16,54,15,62.4,6.66,29.5,116.3,mungbean
21,52,21,48.2,6.63,21.7,71.7,lentil
35,34,27,42.6,6.98,28.7,68.8,pomegranate
30,22,22,46,7,28.6,61.6,grapes
22,27,23,60.9,7.42,33.6,58.1,watermelon
39,24,20,67.4,6.52,25.5,84.4,muskmelon
91,21,45,83.5,5.19,20.1,239.7,coffee
63,46,39,74.7,7.23,26.1,224.6,jute
70,48,40,86.1,6.47,21.7,248.8,rice
16,19,20,56.4,7.16,20.3,51.7,wheat
32,62,19,66.8,6.6,29.2,80.9,maize
26,19,26,76.8,6.89,27.3,113.4,cotton
104,41,60,75.5,7.48,27.3,142.3,sugarcane
91,82,45,71.4,6.78,29,165.9,banana
41,32,36,66,6.36,25.6,143.6,mango
35,19,31,66.5,6.69,11.5,124.5,apple
53,36,37,63.3,6.16,28.5,128.2,orange
56,21,44,74.5,6.59,26.8,242.5,coconut
41,60,18,50.4,6.28,19.9,72.4,chickpea
20,51,18,64.3,6.18,23.3,88.4,kidneybeans
15,40,22,59.9,6.2,26.2,106.3,pigeonpeas
19,43,28,68.7,6.15,28.3,93.1,blackgram
32,45,29,57.2,6.67,28,68.9,mungbean
15,50,22,62.6,7.38,16.5,71,lentil
25,20,20,54.8,6.78,26.4,71.6,pomegranate
32,31,27,57.7,6.4,25.3,50.6,grapes
28,20,15,74.2,7.11,26.2,63.2,watermelon
34,28,29,56.1,6.84,29.3,43.9,muskmelon
88,31,42,73.6,6.47,19.5,179.9,coffee
66,43,30,72.5,6.44,25.2,183.9,jute
74,46,35,80.9,5.77,23.8,249.4,rice
21,12,18,59.5,7.19,18.3,46.1,wheat
27,69,22,64.8,6.17,24.1,115.3,maize
28,16,27,65.5,6.18,25.2,115.9,cotton
102,51,49,75.7,7.28,25.9,138.9,sugarcane
104,70,57,67.3,6.85,27.3,180.9,banana
41,31,23,54.1,7.46,29.8,87.4,mango
34,20,24,67.1,6.29,11.3,104.7,apple
66,21,38,58.3,6.52,27.1,84.5,orange
53,34,58,83.1,6.83,28.4,183.8,coconut
41,71,20,59.6,6.79,25.1,70.2,chickpea
34,56,24,51,5.67,22.8,113.8,kidneybeans
29,54,27,57.9,5.95,20.4,100.4,pigeonpeas
35,46,28,61.8,6.13,24.5,89.3,blackgram
24,49,16,69.7,6.79,24.5,68.5,mungbean
24,41,16,48.4,6.35,22.5,47,lentil
22,17,26,48.9,6.35,25.1,55.8,pomegranate
46,26,34,45.2,7.47,20.7,58.8,grapes
33,28,21,62,6.7,23.3,100.4,watermelon
27,28,17,56.9,7.14,28.6,41.6,muskmelon
81,34,57,70.7,5.42,19.8,209.4,coffee
85,42,50,80.1,6.51,30.4,156.9,jute
80,43,40,88.5,6.61,27.4,191.9,rice
16,11,12,60.4,6.2,16.5,35,wheat
37,51,24,69.9,6.76,23.1,81,maize
30,17,34,78.3,6.51,29.5,107.3,cotton
83,54,47,83.6,6.56,33.1,211.2,sugarcane
120,90,53,70.9,7.31,29.3,193.1,banana
49,32,32,66.1,5.62,27.5,131.8,mango
34,16,28,60.7,6.49,10.8,86.3,apple
69,27,40,62.5,6.02,21.3,118.4,orange
75,32,44,75.9,5.87,27.6,162,coconut
34,74,18,47.8,6.91,21.1,69.1,chickpea
33,61,21,60.6,6.22,17.9,115,kidneybeans
22,49,29,53.4,6.97,21.2,85.1,pigeonpeas
18,52,28,68.5,6.63,25.9,70.5,blackgram
23,46,19,55.8,6.45,26,84.7,mungbean
20,47,22,48,6.71,15.3,48.4,lentil
23,24,29,43.1,7.25,24.5,54.1,pomegranate
33,34,38,55,6.3,22.4,52,grapes
37,30,24,56.9,6.19,22.3,93.3,watermelon
29,24,24,67.2,6.54,22.1,43.3,muskmelon
81,25,46,86.6,5.11,24.8,220.7,coffee
90,31,43,73.6,6.04,30.1,213,jute
72,60,46,84.9,6.25,20.3,185.7,rice
12,17,20,62.5,6.68,19,54.4,wheat
34,63,28,73.9,6.11,26.9,83.9,maize
23,15,31,68,6.59,27.3,145.6,cotton
104,41,57,73.7,6.41,29.8,127.5,sugarcane
117,84,47,60.1,7.43,26.4,174.6,banana
22,31,30,54,5.71,25.5,119.7,mango
38,29,33,70.1,6.47,15.3,144.4,apple
53,33,23,53.8,6.36,26.2,116.5,orange
79,40,44,70.1,5.81,27.3,208.9,coconut
43,70,24,48.1,7.03,27.7,62.5,chickpea
26,62,29,53.3,5.63,23.1,70.9,kidneybeans
15,50,23,52.6,6.22,24.6,107.9,pigeonpeas
21,46,19,78.8,6.67,27.3,80.4,blackgram
35,47,24,64.5,6.95,28.2,97.5,mungbean
24,57,21,59.3,6.96,19.1,53.6,lentil
27,28,35,51.1,7.28,30.3,73.2,pomegranate
39,21,34,50.4,7.21,28.5,54.7,grapes
22,23,29,65.3,7.36,25.1,74.6,watermelon
25,20,27,60.2,7.49,30,82.6,muskmelon
94,23,40,74.8,5.79,21,198.4,coffee
86,44,50,85.7,6.11,27.4,192.4,jute
86,46,36,86.8,6.04,23.3,201.3,rice
21,15,17,59.3,6.11,23,45.9,wheat
30,63,29,66.1,6.05,23,92.6,maize
26,17,32,77.8,6.33,26.1,146.5,cotton
111,58,42,79,7.33,26.7,165.7,sugarcane
105,89,56,71.4,7.1,28.2,122.8,banana
26,32,26,68.5,6.13,34.7,84.9,mango
29,30,32,61.4,5.63,13.4,138.3,apple
46,29,38,66.6,6.62,28.9,103.4,orange
74,28,59,81.9,6.56,26.7,164.6,coconut
40,73,21,47.9,6.36,27.1,54.7,chickpea
21,64,28,56.5,5.92,21,94.3,kidneybeans
29,42,27,45.1,6.07,21.1,86,pigeonpeas
30,44,28,63.2,6.26,29.1,125.8,blackgram
22,36,23,61.3,6.29,24.9,83.4,mungbean
30,41,22,53.6,6.38,22.5,48.3,lentil
37,31,20,50,7.33,30.9,74.1,pomegranate
40,23,38,60.7,7.36,24.7,77.6,grapes
30,15,29,56,6.56,33.5,80.8,watermelon
40,21,23,62.5,6.38,28.8,55.9,muskmelon
78,21,56,80,5.6,18.2,248.5,coffee
75,45,46,84,6.14,30,207.8,jute
80,60,39,81.3,6.48,27.2,217.4,rice
12,24,17,60.5,6.46,18.3,61.2,wheat
34,55,16,68.3,6.19,23.2,80.5,maize
27,18,25,79,6.75,26.6,112.2,cotton
110,51,43,80.2,6.49,27.3,217.6,sugarcane
94,82,58,64.5,6.86,27.7,170.1,banana
45,21,30,53.2,7.35,24.7,127.5,mango
33,25,28,71.3,5.95,14.8,115.2,apple
67,25,24,53.1,6.14,27,117.9,orange
65,26,56,77.6,5.69,28,205.9,coconut
35,65,17,54.8,6.34,27.7,67.7,chickpea
26,70,17,51.1,5.54,21.7,72.9,kidneybeans
30,49,15,62.8,5.58,26.4,105.5,pigeonpeas
23,50,26,69,6.5,31.4,90.6,blackgram
17,51,18,70.7,7.2,32.9,97.1,mungbean
25,42,17,55.9,6.44,21.9,67.3,lentil
29,29,20,53.3,7.47,28.1,73.3,pomegranate
35,29,39,46,7,27.7,61.8,grapes
23,23,23,58.9,6.74,29.3,87.5,watermelon
21,27,20,60.2,6.48,27.9,55.8,muskmelon
73,24,40,81.1,5.86,20.6,160.1,coffee
84,49,49,72.4,6.77,32.6,159.6,jute
77,39,44,84,5.72,26.6,218.7,rice
12,22,10,51.7,6.63,16.1,52.1,wheat
28,52,20,63.8,6.28,22.8,81.8,maize
23,24,29,72.4,6.24,27.3,121.8,cotton
